Angeklagter,angeklagte Person,0,geschicktgendern
Angesprochener,angesprochene Person,0,geschicktgendern
Angesprochener,kontaktierte Person,0,geschicktgendern
Angesprochener,lyrisches Du,0,geschicktgendern
Angler,Angelmensch,0,geschicktgendern
Angler,Angelsport betreibende Person,0,geschicktgendern
Angler,Anglerin,0,dereko
Angler,Fisch fangende Person,0,geschicktgendern
Angler,Person mit Angel,0,geschicktgendern
Angler,"Person, die angelt",0,geschicktgendern
Angler,angelnde Person,0,geschicktgendern
Angler,wer gern angelt,0,geschicktgendern
Angreifer,Angreiferin,0,dereko
Angreifer,angreifende Person,0,geschicktgendern
Anhänger,(einer Bewegung) zugehörige Person,0,geschicktgendern
Anhänger,Anhängerin,0,dereko
Anhänger,Fan,0,geschicktgendern
Anhänger,befürwortende Person,0,geschicktgendern
Anhänger,begeisterte Person,0,geschicktgendern
Anhänger,gleichgesinntePerson,0,geschicktgendern
Anhänger,mitwirkende Person,0,geschicktgendern
Anhänger,"sich (einer Bewegung, einem Verein) zuordnende Person",0,geschicktgendern
Anhänger,sympathisierende Person,0,geschicktgendern
Anhänger,unterstützende Person,0,geschicktgendern
Anhängerschaft,Gefolgschaft,0,geschicktgendern
Anhörer,Anhörerin,0,dereko
Animateur,Animateurin,0,dereko
Animateur,Freizeitbetreuungsperson,0,geschicktgendern
Animateur,animierende Person,0,geschicktgendern
Animator,Animatorin,0,dereko
Ankläger,Anklägerin,0,dereko
Ankläger,"Person, die Anklage erhebt",0,geschicktgendern
Ankläger,"Person, die anklagt",0,geschicktgendern
Ankläger,anklagende Person,0,geschicktgendern
Anlagemechaniker,Anlagemechanikerin,0,dereko
Anlagenführer,Anlagenführerin,0,dereko
Anlagenmechaniker,Anlagenmechanikerin,0,dereko
Anlagenmonteur,Anlagenmonteurin,0,dereko
Anleger,Anlegerin,0,dereko
Anleger,anlegende Person,0,geschicktgendern
Anleiter,Anleiterin,0,dereko
Anleiter,Anleitung,0,geschicktgendern
Anleiter,anleitende Person,0,geschicktgendern
Anlieger,Anliegerin,0,dereko
Anlieger,anliegende Person,0,geschicktgendern
Anlieger,anwohnende Person,0,geschicktgendern
Anmelder,Anmelderin,0,dereko
Anordner,anordnende Person,0,geschicktgendern
Anrainer,Anrainerin,0,dereko
Anrainer,Person nebenan,0,geschicktgendern
Anrainer,"Person, der das Grundstück nebenan gehört",0,geschicktgendern
Anrainer,"Person, die nebenan wohnt",0,geschicktgendern
Anrufer,Anruferin,0,dereko
Anrufer,anrufende Person,0,geschicktgendern
Ansprechpartner,Ansprechpartnerin,0,dereko
Ansprechpartner,Ansprechperson,0,geschicktgendern
Ansprechpartner,Hilfeteam,1,geschicktgendern
Ansprechpartner,Hotline,0,geschicktgendern
Ansprechpartner,Kontakt,0,geschicktgendern
Ansprechpartner,Kontaktperson,0,geschicktgendern
Ansprechpartner,Service,0,geschicktgendern
Ansprechpartner,Servicepersonal,0,geschicktgendern
Ansprechpartner,wer Auskunft gibt,0,geschicktgendern
Ansprechpartner,wer zuständig ist,0,geschicktgendern
Anstaltsleiter,Anstaltsleiterin,0,dereko
Anstreicher,Anstreicherin,0,dereko
Antagonist,Antagonistin,0,dereko
Antagonist,Counterpart,0,geschicktgendern
Antagonist,Konkurrenz,0,geschicktgendern
Antagonist,gegenhandelnde Person,0,geschicktgendern
Antagonist,widerstreitende Person,0,geschicktgendern
Anteilseigner,Anteilseignerin,0,dereko
Anteilseigner,anteilsinhabende Person,0,geschicktgendern
Anthropologe,Anthropologin,0,dereko
Anthroposoph,Anthroposophin,0,dereko
Antidemokrat,Antidemokratin,0,dereko
Antidiskriminierungskämpfer,Antidiskriminierungskämpferin,0,dereko
Antifaschist,Antifaschistin,0,dereko
Antifeminist,Antifeministin,0,dereko
Antiheld,Antiheldin,0,dereko
Antiimperialist,Antiimperialistin,0,dereko
Antikapitalist,Antikapitalistin,0,dereko
Antikommunist,Antikommunistin,0,dereko
Antimilitarist,Antimilitaristin,0,dereko
Antinatalist,Antinatalistin,0,dereko
Antirassist,Antirassistin,0,dereko
Antisemit,Antisemitin,0,dereko
Antisemit,antisemitisch eingestellte Person,0,geschicktgendern
Antragssteller,Antragsstellerin,0,dereko
Antragsteller,Antrag gestellt von,0,geschicktgendern
Antragsteller,Antragstellerin,0,dereko
Antragsteller,"Person, die einen Antrag stellt",0,geschicktgendern
Antragsteller,antragstellende Person,0,geschicktgendern
Antragsteller,beantragende Einrichtung,0,geschicktgendern
Antragsteller,beantragende Person,0,geschicktgendern
Anwalt,Anwältin,0,dereko
Anwalt,Mitglied der Anwaltschaft,0,geschicktgendern
Anwalt,Rechtsvertretung,0,geschicktgendern
Anwalt,gesetzliche Vertretung in Rechtsangelegenheiten,0,geschicktgendern
Anwaltskosten,Kosten für die Rechtsvertretung,0,geschicktgendern
Anwender,Anwenderin,0,dereko
Anwender,Anwendung,0,geschicktgendern
Anwender,Nutzende Person,0,geschicktgendern
Anwender,"Person, die anwendet",0,geschicktgendern
Anwender,anwendende Person,0,geschicktgendern
Anwenderfreundlichkeit,Verwendungsfreundlichkeit,0,geschicktgendern
Anwendungsentwickler,Anwendungsentwicklerin,0,dereko
Anwohner,Anwohnerin,0,dereko
Anwohner,Nachbarschaft,1,geschicktgendern
Anwohner,anwohnende Person,0,geschicktgendern
Anwohner,wer in dieser Straße wohnt,0,geschicktgendern
Anwohnervertreter,Anwohnervertreterin,0,dereko
Anwärter,Anwärterin,0,dereko
Anwärter,Person im Vorbereitungsdienst,0,geschicktgendern
Anzeigenerstatter,Anzeigenerstatterin,0,dereko
Anzeigenkunde,Anzeigenkundin,0,dereko
Anzeigenverkäufer,Anzeigenverkäuferin,0,dereko
Anästhesist,Anästhesistin,0,dereko
Apologet,Apologetin,0,dereko
Apothekenhelfer,Apothekenhelferin,0,dereko
Apotheker,Apothekerin,0,dereko
Apotheker,approbierte pharmazeutische Fachkraft,0,geschicktgendern
Apotheker,arzneikundige Person,0,geschicktgendern
Araber,Araberin,0,dereko
Aramäer,Aramäerin,0,dereko
Arbeiter,Arbeiterin,0,dereko
Arbeiter,Arbeitskraft,0,geschicktgendern
Arbeiter,Belegschaft,1,geschicktgendern
Arbeiter,beschäftigte Person,0,geschicktgendern
Arbeiter,erwerbstätige Person,0,geschicktgendern
Arbeiterklasse,arbeitende Klasse,0,geschicktgendern
Arbeitgeber,Amt,0,geschicktgendern
Arbeitgeber,Arbeitgebende,1,geschicktgendern
Arbeitgeber,Arbeitgeberin,0,dereko
Arbeitgeber,Arbeitsstelle,0,geschicktgendern
Arbeitgeber,Behörde,0,geschicktgendern
Arbeitgeber,Betrieb,0,geschicktgendern
Arbeitgeber,Einrichtung,0,geschicktgendern
Arbeitgeber,Firma,0,geschicktgendern
Arbeitgeber,Führungskraft,0,geschicktgendern
Arbeitgeber,Gesellschaft,0,geschicktgendern
Arbeitgeber,Institution,0,geschicktgendern
Arbeitgeber,Unternehmen,0,geschicktgendern
Arbeitgeber,arbeitgebendes Unternehmen,0,geschicktgendern
Arbeitgeber,wer Arbeitsplätze zur Verfügung stellt,0,geschicktgendern
Arbeitgeberattraktivität,Arbeitsplatzattraktivität,0,geschicktgendern
Arbeitgebermarke,Employer Branding,0,geschicktgendern
Arbeitgebermarke,Unternehmensmarke,0,geschicktgendern
Arbeitgebermarketing,Marketing für Arbeitgebende,0,geschicktgendern
Arbeitgebervertreter,Arbeitgebervertreterin,0,dereko
Arbeitgebervorteile,Firmenvorteile,0,geschicktgendern
Arbeitgebervorteile,Unternehmensvorteile,0,geschicktgendern
Arbeitnehmer,Arbeitnehmerin,0,dereko
Arbeitnehmer,Arbeitskraft,0,geschicktgendern
Arbeitnehmer,Belegschaft,1,geschicktgendern
Arbeitnehmer,Personal,1,geschicktgendern
Arbeitnehmer,angestellte Person,0,geschicktgendern
Arbeitnehmer,beschäftigte Person,0,geschicktgendern
Arbeitnehmervertreter,Arbeitnehmendenvertretung,0,geschicktgendern
Arbeitnehmervertreter,Arbeitnehmervertreterin,0,dereko
Arbeitnehmervertreter,Beschäftigtenvertretung,0,geschicktgendern
Arbeitnehmervertreter,Betriebsrat,0,geschicktgendern
Arbeitnehmervertreter,Personalrat,0,geschicktgendern
Arbeitsassistent,Arbeitsassistentin,0,dereko
Arbeitsdirektor,Arbeitsdirektion,0,geschicktgendern
Arbeitserzieher,Arbeitserzieherin,0,dereko
Arbeitsimmigrant,Arbeitsimmigrantin,0,dereko
Arbeitskollege,Arbeitskollegin,0,dereko
Arbeitskollege,Teammitglied,0,geschicktgendern
Arbeitskollege,Teammitglied,0,geschicktgendern
Arbeitskollege,wer im Team arbeitet,0,geschicktgendern
Arbeitskollege,wer in derselben Firma arbeitet,0,geschicktgendern
Arbeitskämpfer,Arbeitskämpferin,0,dereko
Arbeitsmarktexperte,Arbeitsmarktexpertin,0,dereko
Arbeitsmigrant,Arbeitsmigrantin,0,dereko
Arbeitstherapeut,Arbeitstherapeutin,0,dereko
Arbeitsvermittler,Arbeitsvermittlerin,0,dereko
Architekt,Architektin,0,dereko
Architekt,architekturschaffende Person,0,geschicktgendern
Architekt,baukunstgestaltende Person,0,geschicktgendern
Architekten,architekturschaffende Person,0,geschicktgendern
Architekturstudent,Architekturstudentin,0,dereko
Archivar,Archivarin,0,dereko
Archivar,Fachkraft für Archivwesen,0,geschicktgendern
Archivar,archivierende Person,0,geschicktgendern
Archäologe,Archäologin,0,dereko
Archäologe,in der Archäologie tätige Person,0,geschicktgendern
Argentinier,Argentinierin,0,dereko
Armenier,Armenierin,0,dereko
Armutsrentner,Armutsrentnerin,0,dereko
Artgenosse,Artgenossin,0,dereko
Arthrosepatient,Arthrosepatientin,0,dereko
Artikelschreiber,Artikelschreiberin,0,dereko
Artist,Artistin,0,dereko
Arzt,Person im ärztlichen Dienst,0,geschicktgendern
Arzt,Ärzteschaft,1,geschicktgendern
Arzt,Ärztin,0,dereko
Arzt,Ärztin,0,dereko
Arzt,ärztliches Fachpersonal,0,geschicktgendern
Arzt,ärztliches Fachpersonal,1,geschicktgendern
Arzt-Patienten-Kommunikation,Kommunikation zwischen behandelnder und behandelter Person,0,geschicktgendern
Arzt-Patienten-Kommunikation,behandlungsbezogene Kommunikation,0,geschicktgendern
Arzt-Patienten-Verhältnis,medizinisches Behandlungsverhältnis,0,geschicktgendern
Arzt-Patienten-Verhältnis,ärztliches Vertrauensverhältnis,0,geschicktgendern
Arztausweis,ärztlicher Ausweis,0,geschicktgendern
Arztbesuch,Besuch der ärztlichen Sprechstunde,0,geschicktgendern
Arztbesuch,ärztliche Sprechstunde,0,geschicktgendern
Arztbesuch,ärztliche Visite,0,geschicktgendern
Arztbesuch,ärztlicher Kontakt,0,geschicktgendern
Arztbrief,Befundbericht,0,geschicktgendern
Arztbrief,Entlassbericht,0,geschicktgendern
Arztbrief,Entlassungsbrief,0,geschicktgendern
Arztbrief,medizinischer Bericht,0,geschicktgendern
Arztbrief,ärztliche Epikrise,0,geschicktgendern
Arztbrief,ärztliche Information,0,geschicktgendern
Arztbrief,ärztlicher Befundbericht,0,geschicktgendern
Arztbrief,ärztlicher Brief,0,geschicktgendern
Arztbrief,ärztliches Informationsschreiben,0,geschicktgendern
Arztgeheimnis,ärztliche Schweigepflicht,0,geschicktgendern
Arzthelfer,Arzthelferin,0,dereko
Arzthelferinnen,Medizinische Fachangestellte,1,geschicktgendern
Arzthelferinnen,medizinsches Fachpersonal,1,geschicktgendern
Arztkoffer,Behandlungstasche,0,geschicktgendern
Arztkoffer,Medizinkoffer,0,geschicktgendern
Arztkosten,Kosten für medizinische Leistungen,0,geschicktgendern
Arztkosten,ärztliche Behandlungskosten,0,geschicktgendern
Arztköfferchen,Behandlungstasche,0,geschicktgendern
Arztköfferchen,Medizinköfferchen,0,geschicktgendern
Arztpraxis,Praxis für XYZ-medizin,0,geschicktgendern
Arztpraxis,ärztliche Praxis,0,geschicktgendern
Arzttermin,Behandlungstermin,0,geschicktgendern
Arzttermin,Vorsorgetermin,0,geschicktgendern
Arzttermin,ärztlicher Termin,0,geschicktgendern
Arztwahl,Wahl des ärztlichen Fachpersonals,0,geschicktgendern
Arztzeugnis,ärztliches Zeugnis,0,geschicktgendern
Arztzimmer,Behandlungszimmer,0,geschicktgendern
Arztzimmer,Büro Arztliches Personal,0,geschicktgendern
Arztzimmer,Konsultationszimmer,0,geschicktgendern
Arztzimmer,Raum,0,geschicktgendern
Arztzimmer,Zimmer,0,geschicktgendern
Aserbaidschaner,Aserbaidschanerin,0,dereko
Asiate,Asiatin,0,dereko
Aspirant,Aspirantin,0,dereko
Aspirant,bewerbende Person,0,geschicktgendern
Assessor,einschätzende Person,0,geschicktgendern
Assessor,sachverständige Person,0,geschicktgendern
Assessor,schadensachverständige Person,0,geschicktgendern
Assessor,taxierende Person,0,geschicktgendern
Assistent,Assistentin,0,dereko
Assistent,Assistenz,0,geschicktgendern
Assistenzarzt,Assistenzärztin,0,dereko
Assistenzarzt,Person in fachärztlicher Weiterbildung,0,geschicktgendern
Assistenzarzt,ärztliches Fachpersonal in Weiterbildung,0,geschicktgendern
Assistenznehmer,Assistenznehmerin,0,dereko
Assyrer,Assyrerin,0,dereko
Asthmatiker,Asthmatikerin,0,dereko
Astrologe,Astrologin,0,dereko
Astronaut,Astronautin,0,dereko
Astronaut,Person im All,0,geschicktgendern
Astronaut,ins Weltall reisende Person,0,geschicktgendern
Astronaut,weltraumreisende Person,0,geschicktgendern
Astronom,Astronomin,0,dereko
Asylant,Asylantin,0,dereko
Asylbewerber,Asylbewerberin,0,dereko
Asylbewerber,Person im Asylverfahren,0,geschicktgendern
Asylbewerber,asylsuchende Person,0,geschicktgendern
Asylwerber,Asylwerberin,0,dereko
Atemtherapeut,Atemtherapeutin,0,dereko
Atheist,Atheistin,0,dereko
Atheist,areligiöse Person,0,geschicktgendern
Atheist,atheistische Person,0,geschicktgendern
Atheist,glaubenslose Person,0,geschicktgendern
Atheist,irreligiöse Person,0,geschicktgendern
Atheist,nichtgläubige Person,0,geschicktgendern
Atheist,religionsfreie Person,0,geschicktgendern
Athener,Athenerin,0,dereko
Athlet,Athletin,0,dereko
Athlet,sporttreibende Person,0,geschicktgendern
Athlet,wettkämpfende Person,0,geschicktgendern
Atomexperte,Atomexpertin,0,dereko
Atomgegner,Atomgegnerin,0,dereko
Atomkraftgegner,Atomkraftgegnerin,0,dereko
Atomkritiker,Atomkritikerin,0,dereko
Attentäter,Attentäterin,0,dereko
Attentäter,"Person, die ein Attentat verübt",0,geschicktgendern
Auditor,Auditorin,0,dereko
Auditor,auditdurchführende Person,0,geschicktgendern
Aufklärer,Aufklärerin,0,dereko
Aufnahmeleiter,Aufnahmeleiterin,0,dereko
Aufsteiger,Aufsteigerin,0,dereko
Aufstocker,Aufstockerin,0,dereko
Auftraggeber,Auftraggeberin,0,dereko
Auftraggeber,auftraggebende Person,0,geschicktgendern
Auftraggeber,in Auftrag gegeben von,0,geschicktgendern
Auftragnehmer,Auftragnehmerin,0,dereko
Auftragnehmer,auftragnehmende Person,0,geschicktgendern
Auftragnehmer,einen Auftrag annehmende Person,0,geschicktgendern
Auftragnehmer,einen Auftrag entgegennehmende Person,0,geschicktgendern
Augenoptiker,Augenoptikerin,0,dereko
Augenoptiker,Optikfachgeschäft,0,geschicktgendern
Augenzeuge,Augenzeugin,0,dereko
Augenzeuge,beobachtende Person,0,geschicktgendern
Augsburger,Augsburgerin,0,dereko
Aupairmädchen,Aupair,0,geschicktgendern
Ausbaufacharbeiter,Ausbaufacharbeiterin,0,dereko
Ausbeuter,Ausbeuterin,0,dereko
Ausbilder,Ausbilderin,0,dereko
Ausbilder,Lehrkraft,0,geschicktgendern
Ausbilder,ausbildender Betrieb,0,geschicktgendern
Ausbildungsanfänger,Ausbildungsanfängerin,0,dereko
Ausbildungsberater,Ausbildungsberaterin,0,dereko
Ausbildungsbewerber,eine Ausbildung suchende Person,0,geschicktgendern
Ausbildungsleiter,Ausbildungsleiterin,0,dereko
Ausdauersportler,Ausdauersportlerin,0,dereko
Ausflügler,Ausflüglerin,0,dereko
Auskenner,Auskennerin,0,dereko
Auslandskorrespondent,Auslandskorrespondentin,0,dereko
Auslandstürke,Auslandstürkin,0,dereko
Auslandsösterreicher,Auslandsösterreicherin,0,dereko
Auslieferungsfahrer,Auslieferungsfahrerin,0,dereko
Ausländer,Ausländerin,0,dereko
Ausländer,Person aus dem Ausland,0,geschicktgendern
Ausländer,Person mit anderer Staatsangehörigkeit,0,geschicktgendern
Ausländer,Person nichtdeutscher Herkunft,0,geschicktgendern
Ausländer,ausländische Person,0,geschicktgendern
Ausländerbehörde,Amt für Einwanderung,0,geschicktgendern
