Entscheidungsträger,Entscheidungsträger*in,Person mit Entscheidungsbefugnis,,,,,,,,,,,,,,,
Entwickler,Entwickler*in,Entwicklerin bzw. Entwickler,,,,,,,,,,,,,,,
Epidemiolog,Epidemiolog*in,,,,,,,,,,,,,,,,
Erdenbewohner,Erdenbewohner*in,,,,,,,,,,,,,,,,
Erfurter,Erfurter*in,,,,,,,,,,,,,,,,
Ermittler,Ermittler*in,,,,,,,,,,,,,,,,
Erntehelfer,Erntehelfer*in,,,,,,,,,,,,,,,,
Erstklässler,Erstklässler*in,,,,,,,,,,,,,,,,
Erstwähler,Erstwähler*in,,,,,,,,,,,,,,,,
Erzähler,Erzähler*in,erzählende Figur,erzählende Person,Erzählinstanz,,,,,,,,,,,,,
Erzeuger,Erzeuger*in,ein Produkt erzeugende Person,,,,,,,,,,,,,,,
Erzieher,Erzieher*in,pädagogische Fachkraft,Erziehungskraft,Erzieherin bzw. Erzieher,,,,,,,,,,,,,
Esoteriker,Esoteriker*in,,,,,,,,,,,,,,,,
Ethiker,Ethiker*in,,,,,,,,,,,,,,,,
Ethnolog,Ethnolog*in,,,,,,,,,,,,,,,,
Europäer,Europäer*in,Europäerin bzw. Europäer,,,,,,,,,,,,,,,
Expert,Expert*in,,,,,,,,,,,,,,,,
Fabrikarbeiter,Fabrikarbeiter*in,,,,,,,,,,,,,,,,
Facharbeiter,Facharbeiter*in,Facharbeiterin bzw. Facharbeiterin,,,,,,,,,,,,,,,
Fachärzt,Fachärzt*in,,,,,,,,,,,,,,,,
Fachjournalist,Fachjournalist*in,,,,,,,,,,,,,,,,
Fachkolleg,Fachkolleg*in,,,,,,,,,,,,,,,,
Fachmediziner,Fachmediziner*in,,,,,,,,,,,,,,,,
Fachpolitiker,Fachpolitiker*in,,,,,,,,,,,,,,,,
Fahnder,Fahnder*in,,,,,,,,,,,,,,,,
Fahrer,Fahrer*in,Fahrdienst,Fahrerin bzw. Fahrer,,,,,,,,,,,,,,
Fahrlehrer,Fahrlehrer*in,,,,,,,,,,,,,,,,
Fahrradfahrer,Fahrradfahrer*in,,,,,,,,,,,,,,,,
Familienrichter,Familienrichter*in,,,,,,,,,,,,,,,,
Faschist,Faschist*in,dem Faschismus anhängende Person,,,,,,,,,,,,,,,
Favorit,Favorit*in,,,,,,,,,,,,,,,,
Feminist,Feminist*in,,,,,,,,,,,,,,,,
Fernsehjournalist,Fernsehjournalist*in,,,,,,,,,,,,,,,,
Fernsehzuschauer,Fernsehzuschauer*in,,,,,,,,,,,,,,,,
Filmemacher,Filmemacher*in,filmschaffende Person,,,,,,,,,,,,,,,
Filmwissenschaftler,Filmwissenschaftler*in,,,,,,,,,,,,,,,,
Finalist,Finalist*in,am Finale Teilnehmende,am Finale teilnehmende Person,,,,,,,,,,,,,,
Finanzminister,Finanzminister*in,,,,,,,,,,,,,,,,
Finder,Finder*in,,,,,,,,,,,,,,,,
Fischer,Fischer*in,Fisch fangende Person,Fischerin bzw. Fischer,,,,,,,,,,,,,,
Flaschensammler,Flaschensammler*in,,,,,,,,,,,,,,,,
Flugbegleiter,Flugbegleiter*in,,,,,,,,,,,,,,,,
Follower,Follower*in,,,,,,,,,,,,,,,,
Förderschüler,Förderschüler*in,,,,,,,,,,,,,,,,
Forscher,Forscher*in,Forscherin bzw. Forscher,,,,,,,,,,,,,,,
Förster,Förster*in,Försterin bzw. Förster,,,,,,,,,,,,,,,
Fotograf,Fotograf*in,(Berufs-)Fotografie betreibende Person ,Fotografierende,Aufnehmende,fotografierende Person,,,,,,,,,,,,
Fotokünstler,Fotokünstler*in,,,,,,,,,,,,,,,,
Französ,Französ*in,,,,,,,,,,,,,,,,
Frauenärzt,Frauenärzt*in,,,,,,,,,,,,,,,,
Frauenrechtler,Frauenrechtler*in,,,,,,,,,,,,,,,,
Freiberufler,Freiberufler*in,freiberuflich arbeitende Person,freischaffende Person,,,,,,,,,,,,,,
Freund,Freund*in,(enge) Bezugsperson,Herzensmensch,Bekanntschaft,Lieblingsmensch,bessere Hälfte,,,,,,,,,,,
Friedensaktivist,Friedensaktivist*in,,,,,,,,,,,,,,,,
Friseur,Friseur*in,Frisierende,frisierende Person,Frisiersalon,Friseurin bzw. Friseur,,,,,,,,,,,,
Fundamentalist,Fundamentalist*in,,,,,,,,,,,,,,,,
Funktionär,Funktionär*in,in Funktion gewählte Person,verantwortliche/beauftragte/bevollmächtigte Person,Vollmachtsperson,Funktionärin bzw. Funktionär,,,,,,,,,,,,
Fußgänger,Fußgänger*in,zu Fuß Gehende,,,,,,,,,,,,,,,
Gamer,Gamer*in,,,,,,,,,,,,,,,,
Gärtner,Gärtner*in,Gartenarbeitskraft,Gärtnerin bzw. Gärtner,,,,,,,,,,,,,,
Gäst,Gäst*in,,,,,,,,,,,,,,,,
Gastarbeiter,Gastarbeiter*in,,,,,,,,,,,,,,,,
Gastautor,Gastautor*in,,,,,,,,,,,,,,,,
Gastgeber,Gastgeber*in,einladende Person,,,,,,,,,,,,,,,
Gastmusiker,Gastmusiker*in,,,,,,,,,,,,,,,,
Gastronom,Gastronom*in,,,,,,,,,,,,,,,,
Gastronomiebetreiber,Gastronomiebetreiber*in,,,,,,,,,,,,,,,,
Gastwirt,Gastwirt*in,Gastronomiebetriebsleitung,Betreibende eines Gastronomiebetriebs,,,,,,,,,,,,,,
Geber,Geber*in,,,,,,,,,,,,,,,,
Gefährder,Gefährder*in,,,,,,,,,,,,,,,,
Gegendemonstrant,Gegendemonstrant*in,,,,,,,,,,,,,,,,
Gegenkandidat,Gegenkandidat*in,Gegenkandidatur,,,,,,,,,,,,,,,
Gegner,Gegner*in,gegnerische Partei,widerstreitende Person,Counterpart,Konkurrenz,ablehnende Person,,,,,,,,,,,
Gemeindevertreter,Gemeindevertreter*in,,,,,,,,,,,,,,,,
Genoss,Genoss*in,,,,,,,,,,,,,,,,
Genossenschafter,Genossenschafter*in,,,,,,,,,,,,,,,,
Gentrifizierungsgegner,Gentrifizierungsgegner*in,,,,,,,,,,,,,,,,
Geringverdiener,Geringverdiener*in,,,,,,,,,,,,,,,,
Geschäftsführer,Geschäftsführer*in,Geschäftsführung,Geschäftsleitung,Geschäftsführende,Geschäftsführerin und Geschäftsführer,,,,,,,,,,,,
Geschäftsinhaber,Geschäftsinhaber*in,Geschäftsinhaberin bzw. Geschäftsinhaber,,,,,,,,,,,,,,,
Geschäftspartner,Geschäftspartner*in,geschäftliche Verbindung,geschäftlicher Kontakt,,,,,,,,,,,,,,
Gesellschafter,Gesellschafter*in,Gesellschafterin bzw. Gesellschafter,Betriebsgesellschaft,,,,,,,,,,,,,,
Gesprächspartner,Gesprächspartner*in,Gegenüber,Gesprächsbeteiligte; Gegenüber,,,,,,,,,,,,,,
Gestalter,Gestalter*in,,,,,,,,,,,,,,,,
Gewalttäter,Gewalttäter*in,,,,,,,,,,,,,,,,
Gewerkschafter,Gewerkschafter*in,Gewerkschafterin bzw. Gewerkschafter,,,,,,,,,,,,,,,
Gewerkschaftler,Gewerkschaftler*in,,,,,,,,,,,,,,,,
Gewinner,Gewinner*in,Gewinnerin bzw. Gewinner,,,,,,,,,,,,,,,
Globalisierungskritiker,Globalisierungskritiker*in,,,,,,,,,,,,,,,,
Gottesdienstbesucher,Gottesdienstbesucher*in,,,,,,,,,,,,,,,,
Gouverneur,Gouverneur*in,,,,,,,,,,,,,,,,
Grafiker,Grafiker*in,Grafikprofi,Grafikerin bzw. Grafiker,,,,,,,,,,,,,,
Grenzgänger,Grenzgänger*in,,,,,,,,,,,,,,,,
Großstädter,Großstädter*in,,,,,,,,,,,,,,,,
Grundeigentümer,Grundeigentümer*in,Person mit Grundeigentum,,,,,,,,,,,,,,,
Gründer,Gründer*in,gründende Person,Gründerin bzw. Gründer,,,,,,,,,,,,,,
Grundschüler,Grundschüler*in,Grundschulkind,,,,,,,,,,,,,,,
Grundschullehrer,Grundschullehrer*in,,,,,,,,,,,,,,,,
Gutachter,Gutachter*in,begutachtet von ... ,Sachverständige,,,,,,,,,,,,,,
Gymnasiallehrer,Gymnasiallehrer*in,,,,,,,,,,,,,,,,
Gymnasialschüler,Gymnasialschüler*in,,,,,,,,,,,,,,,,
Gymnasiast,Gymnasiast*in,Person auf einem Gymnasium,ein Gymnasium besuchende Person,gymnasial lernende Person,Gymnasiastin bzw. Gymnasiast,,,,,,,,,,,,
Gynäkolog,Gynäkolog*in,,,,,,,,,,,,,,,,
Hacker,Hacker*in,Hackerin bzw. Hacker,,,,,,,,,,,,,,,
Hamburger,Hamburger*in,,,,,,,,,,,,,,,,
Hanauer,Hanauer*in,,,,,,,,,,,,,,,,
Händler,Händler*in,Shops,der Handel,Handelnde,,,,,,,,,,,,,
Handwerker,Handwerker*in,handwerkliches Fachpersonal,handwerkliche Fachkraft,,,,,,,,,,,,,,
Handynutzer,Handynutzer*in,,,,,,,,,,,,,,,,
Hauptstädter,Hauptstädter*in,,,,,,,,,,,,,,,,
Hauptstadtjournalist,Hauptstadtjournalist*in,,,,,,,,,,,,,,,,
Hausärzt,Hausärzt*in,,,,,,,,,,,,,,,,
Hausbesetzer,Hausbesetzer*in,,,,,,,,,,,,,,,,
Hausbesitzer,Hausbesitzer*in,,,,,,,,,,,,,,,,
Hauseigentümer,Hauseigentümer*in,,,,,,,,,,,,,,,,
