Administrator,Administratorin,0,dereko
Administrator,administrierende Person,1,geschicktgendern
Adressat,Adressatin,0,dereko
Adressat,adressierte Person,1,geschicktgendern
Adressat,an,1,geschicktgendern
Adressatenkreis,Zielgruppe,1,geschicktgendern
Afghane,Afghanin,0,dereko
Afrikaner,Afrikanerin,0,dereko
Afroamerikaner,Afroamerikanerin,0,dereko
Afrobrasilianer,Afrobrasilianerin,0,dereko
Afrokolumbianer,Afrokolumbianerin,0,dereko
Agent,Agentin,0,dereko
Agent,auskundschaftende Person,1,geschicktgendern
Agent,spionierende Person,1,geschicktgendern
Agent,vermittelnde Person,1,geschicktgendern
Agentenfilm,Spionagefilm,1,geschicktgendern
Agententhriller,Spionagethriller,1,geschicktgendern
Agenturmitarbeiter,Agenturmitarbeiterin,0,dereko
Agitator,Agitatorin,0,dereko
Agrarminister,Agrarministerin,0,dereko
Agrarpolitiker,Agrarpolitikerin,0,dereko
Akademiker,Akademikerin,0,dereko
Akademiker,Person mit Hochschulabschluss,1,geschicktgendern
Akademiker,studierte Person,1,geschicktgendern
Akionär,Akionärin,0,dereko
Akrobat,Akrobatin,0,dereko
Akteur,Akteurin,0,dereko
Akteur,agierende Person,1,geschicktgendern
Akteur,aktive Person,1,geschicktgendern
Akteur,beteiligte Person,1,geschicktgendern
Akteur,handelnde Person,1,geschicktgendern
Akteursnetzwerk,Netzwerk von Aktiven,1,geschicktgendern
Akteursnetzwerk,Netzwerk von Engagierten,1,geschicktgendern
Aktienbesitzer,Aktienbesitzerin,0,dereko
Aktionskünstler,Aktionskünstlerin,0,dereko
Aktionsteilnehmer,Aktionsteilnehmerin,0,dereko
Aktionär,Aktionärin,0,dereko
Aktionär,Person mit Aktienbesitz,1,geschicktgendern
Aktionär,Person mit Aktienbesitz,1,geschicktgendern
Aktionär,aktienhabende Person,1,geschicktgendern
Aktionär,anteilshabende Person,1,geschicktgendern
Aktionärsversammlung,Versammlung von Anteilshabenden,1,geschicktgendern
Aktionärsversammlung,Versammlung von Personen mit Aktienbesitz,1,geschicktgendern
Aktionärsvertreter,Aktionärsvertreterin,0,dereko
Aktivist,Aktivistin,0,dereko
Aktivist,engagierte Person,1,geschicktgendern
Aktivist,politisch aktiver Mensch,1,geschicktgendern
Aktivist,zielstrebig handelnde Person,1,geschicktgendern
Albaner,Albanerin,0,dereko
Alevit,Alevitin,0,dereko
Algerier,Algerierin,0,dereko
Alkoholiker,Alkoholikerin,0,dereko
Alkoholiker,Person mit Alkoholsucht,1,geschicktgendern
Alkoholiker,alkoholsüchtige Person,1,geschicktgendern
Alleinerziehende,Ein-Eltern-Familie,1,geschicktgendern
Alleinerziehende,Ein-Eltern-Haushalt,1,geschicktgendern
Alleinerzieher,Alleinerzieherin,0,dereko
Alleinverdiener,Alleinverdienerin,0,dereko
Allergiker,Allergikerin,0,dereko
Allergiker,Person mit Allergie,1,geschicktgendern
Allergiker,allergiegeplagte Person,1,geschicktgendern
Allergiker,allergieleidende Person,1,geschicktgendern
Alleskönner,Multitalent,1,geschicktgendern
Alleskönner,Universalgenie,1,geschicktgendern
Alleskönner,vielseitig begabter Mensch,1,geschicktgendern
Allgemeinmediziner,Allgemeinmedizin praktizierende Person,1,geschicktgendern
Allgemeinmediziner,Allgemeinmedizinerin,0,dereko
Allrounder,Allrounderin,0,dereko
Alltagsheld,Alltagsheldin,0,dereko
Alltagshelden,Ehrenamtliche,2,geschicktgendern
Alltagshelden,Tag versüßende Person,1,geschicktgendern
Alltagshelden,Zivilcourage leistende Person,1,geschicktgendern
Alltagshelfer,Alltagshilfe,1,geschicktgendern
Alltagsmanager,Alltagsmanagerin,0,dereko
Alltagsradler,Alltagsradlerin,0,dereko
Alpinist,Alpinistin,0,dereko
Alpinist,bergbesteigende Person,1,geschicktgendern
Alpinist,bergkletternde Person,1,geschicktgendern
Alpinist,bergsteigende Person,1,geschicktgendern
Alpinist,bergsteigende Person,1,geschicktgendern
Altaktivist,Altaktivistin,0,dereko
Altbewerber,Altbewerberin,0,dereko
Altenfachbetreuer,Altenfachbetreuerin,0,dereko
Altenheimbewohner,Altenheimbewohnerin,0,dereko
Altenhelfer,Altenhelferin,0,dereko
Altenpflegehelfer,Altenpflegehelferin,0,dereko
Altenpfleger,Altenpflegeperson,1,geschicktgendern
Altenpfleger,Altenpflegerin,0,dereko
Altenpfleger,Fachkraft für Altenpflege,1,geschicktgendern
Altenpfleger,Krankenpflegeperson,1,geschicktgendern
Altenpfleger,Pflegefachkraft,1,geschicktgendern
Altenpfleger,Pflegefachperson,1,geschicktgendern
Altenpflegeschüler,Altenpflegeschülerin,0,dereko
Altersgenossd,Altersgenossin,0,dereko
Altersgenosse,Person derselben Altersgruppe,1,geschicktgendern
Altersgenosse,gleich alte Person,1,geschicktgendern
Altersgenosse,gleichaltrige Person,1,geschicktgendern
Altersgenosse,peer group,2,geschicktgendern
Alterskollegd,Alterskollegin,0,dereko
Altkanzler,ehemaliges Regierungsoberhaupt,1,geschicktgendern
Altmieter,Altmieterin,0,dereko
Altonaer,Altonaerin,0,dereko
Altredakteur,Altredakteurin,0,dereko
Alumni,Ehemalige,2,geschicktgendern
Amateur,Amateurin,0,dereko
Amateur,Neuling,1,geschicktgendern
Amateur,Person ohne Vorkenntnisse,1,geschicktgendern
Amateur,anfangende Person,1,geschicktgendern
Amateur,beginnende Person,1,geschicktgendern
Amateurdarsteller,Amateurdarstellerin,0,dereko
Amateurfilmer,Amateurfilmerin,0,dereko
Amateurfotograf,Amateurfotografin,0,dereko
Amateurmusiker,Amateurmusikerin,0,dereko
Amateursänger,Amateursängerin,0,dereko
Amerikaner,Amerikanerin,0,dereko
Ampelmännchen,Ampelfigur,1,geschicktgendern
Ampelmännchen,Ampelfigürchen,1,geschicktgendern
Ampelmännchen,Ampelmenschlein,1,geschicktgendern
Amtsanwalt,Amtsanwältin,0,dereko
Amtsarzt,Amtsärztin,0,dereko
Amtsinhaber,Amt innehabende Person,1,geschicktgendern
Amtsinhaber,Amtsinhaberin,0,dereko
Amtsinhaber,amtierende Person,1,geschicktgendern
Amtsinhaber,amtsverantwortliche Person,1,geschicktgendern
Amtsinhaber,mit einem Amt betraute Person,1,geschicktgendern
Amtskollege,Amtskollegin,0,dereko
Amtsleiter,Amtsleiterin,0,dereko
Amtstierarzt,Amtstierärztin,0,dereko
Amtsträger,Amtsträgerin,0,dereko
Analphabet,Analphabetin,0,dereko
Analphabet,Person ohne Lesefähigkeit,1,geschicktgendern
Analphabet,"Person, die nicht lesen und schreiben kann",1,geschicktgendern
Analphabet,des Lesens nicht mächtige Person,1,geschicktgendern
Analphabet,des Lesens unkundige Person,1,geschicktgendern
Analphabet,leseunfähige Person,1,geschicktgendern
Analphabet,leseunkundige Person,1,geschicktgendern
Analyst,Analystin,0,dereko
Analytiker,Analytikerin,0,dereko
Analytiker,analysierende Person,1,geschicktgendern
Anarchist,Anarchistin,0,dereko
Anarchosyndikalist,Anarchosyndikalistin,0,dereko
Anbieter,Anbieterin,0,dereko
Anbieter,Herstellung,1,geschicktgendern
Anbieter,anbietende Person,1,geschicktgendern
Anbieter,angebotsmachende Person,1,geschicktgendern
Anbieter,angebotsstellende Person,1,geschicktgendern
Andauer,Andauerin,0,dereko
Anforderer,anfordernde Abteilung,1,geschicktgendern
Anforderer,anfordernde Person,1,geschicktgendern
Anfänger,Anfängerin,0,dereko
Anfänger,Person ohne Vorerfahrung,1,geschicktgendern
Anfänger,Person ohne Vorkenntnisse,1,geschicktgendern
Anfänger,beginnende Person,1,geschicktgendern
Anfänger,unerfahrene Person,1,geschicktgendern
Anfängerkurs,Einstiegskurs,1,geschicktgendern
Anfängerkurs,Grundkurs,1,geschicktgendern
Anfängerkurs,Kurs für Menschen ohne Vorerfahrung,1,geschicktgendern
Anfängerkurs,Kurs für Menschen ohne Vorkenntnisse,1,geschicktgendern
Anführer,Anführerin,0,dereko
Anführer,Führung,1,geschicktgendern
Anführer,Führungsfigur,1,geschicktgendern
Anführer,Leitung,1,geschicktgendern
Anführer,Oberhaupt,1,geschicktgendern
Anführer,anführende Person,1,geschicktgendern
Anführer,leitende Person,1,geschicktgendern
Angehöriger,Familienmitglied,1,geschicktgendern
Angehöriger,Mitglied von,1,geschicktgendern
Angeklagter,angeklagte Person,1,geschicktgendern
Angesprochener,angesprochene Person,1,geschicktgendern
Angesprochener,kontaktierte Person,1,geschicktgendern
Angesprochener,lyrisches Du,1,geschicktgendern
Angler,Angelmensch,1,geschicktgendern
Angler,Angelsport betreibende Person,1,geschicktgendern
Angler,Anglerin,0,dereko
Angler,Fisch fangende Person,1,geschicktgendern
Angler,Person mit Angel,1,geschicktgendern
Angler,"Person, die angelt",1,geschicktgendern
Angler,angelnde Person,1,geschicktgendern
Angler,wer gern angelt,1,geschicktgendern
Angreifer,Angreiferin,0,dereko
Angreifer,angreifende Person,1,geschicktgendern
Anhänger,(einer Bewegung) zugehörige Person,1,geschicktgendern
Anhänger,Anhängerin,0,dereko
Anhänger,Fan,1,geschicktgendern
Anhänger,befürwortende Person,1,geschicktgendern
Anhänger,begeisterte Person,1,geschicktgendern
Anhänger,gleichgesinntePerson,1,geschicktgendern
Anhänger,mitwirkende Person,1,geschicktgendern
Anhänger,"sich (einer Bewegung, einem Verein) zuordnende Person",1,geschicktgendern
Anhänger,sympathisierende Person,1,geschicktgendern
Anhänger,unterstützende Person,1,geschicktgendern
Anhängerschaft,Gefolgschaft,1,geschicktgendern
Anhörer,Anhörerin,0,dereko
Animateur,Animateurin,0,dereko
Animateur,Freizeitbetreuungsperson,1,geschicktgendern
Animateur,animierende Person,1,geschicktgendern
Animator,Animatorin,0,dereko
Ankläger,Anklägerin,0,dereko
Ankläger,"Person, die Anklage erhebt",1,geschicktgendern
Ankläger,"Person, die anklagt",1,geschicktgendern
Ankläger,anklagende Person,1,geschicktgendern
Anlagemechaniker,Anlagemechanikerin,0,dereko
Anlagenführer,Anlagenführerin,0,dereko
Anlagenmechaniker,Anlagenmechanikerin,0,dereko
Anlagenmonteur,Anlagenmonteurin,0,dereko
Anleger,Anlegerin,0,dereko
Anleger,anlegende Person,1,geschicktgendern
Anleiter,Anleiterin,0,dereko
Anleiter,Anleitung,1,geschicktgendern
Anleiter,anleitende Person,1,geschicktgendern
Anlieger,Anliegerin,0,dereko
Anlieger,anliegende Person,1,geschicktgendern
Anlieger,anwohnende Person,1,geschicktgendern
Anmelder,Anmelderin,0,dereko
Anordner,anordnende Person,1,geschicktgendern
Anrainer,Anrainerin,0,dereko
Anrainer,Person nebenan,1,geschicktgendern
Anrainer,"Person, der das Grundstück nebenan gehört",1,geschicktgendern
Anrainer,"Person, die nebenan wohnt",1,geschicktgendern
Anrufer,Anruferin,0,dereko
Anrufer,anrufende Person,1,geschicktgendern
Ansprechpartner,Ansprechpartnerin,0,dereko
Ansprechpartner,Ansprechperson,1,geschicktgendern
Ansprechpartner,Hilfeteam,2,geschicktgendern
Ansprechpartner,Hotline,1,geschicktgendern
Ansprechpartner,Kontakt,1,geschicktgendern
Ansprechpartner,Kontaktperson,1,geschicktgendern
Ansprechpartner,Service,1,geschicktgendern
Ansprechpartner,Servicepersonal,1,geschicktgendern
Ansprechpartner,wer Auskunft gibt,1,geschicktgendern
Ansprechpartner,wer zuständig ist,1,geschicktgendern
Anstaltsleiter,Anstaltsleiterin,0,dereko
Anstreicher,Anstreicherin,0,dereko
Antagonist,Antagonistin,0,dereko
Antagonist,Counterpart,1,geschicktgendern
Antagonist,Konkurrenz,1,geschicktgendern
Antagonist,gegenhandelnde Person,1,geschicktgendern
Antagonist,widerstreitende Person,1,geschicktgendern
Anteilseigner,Anteilseignerin,0,dereko
Anteilseigner,anteilsinhabende Person,1,geschicktgendern
Anthropologe,Anthropologin,0,dereko
Anthroposoph,Anthroposophin,0,dereko
Antidemokrat,Antidemokratin,0,dereko
Antidiskriminierungskämpfer,Antidiskriminierungskämpferin,0,dereko
Antifaschist,Antifaschistin,0,dereko
Antifeminist,Antifeministin,0,dereko
Antiheld,Antiheldin,0,dereko
Antiimperialist,Antiimperialistin,0,dereko
Antikapitalist,Antikapitalistin,0,dereko
Antikommunist,Antikommunistin,0,dereko
Antimilitarist,Antimilitaristin,0,dereko
Antinatalist,Antinatalistin,0,dereko
Antirassist,Antirassistin,0,dereko
Antisemit,Antisemitin,0,dereko
Antisemit,antisemitisch eingestellte Person,1,geschicktgendern
Antragssteller,Antragsstellerin,0,dereko
Antragsteller,Antrag gestellt von,1,geschicktgendern
Antragsteller,Antragstellerin,0,dereko
Antragsteller,"Person, die einen Antrag stellt",1,geschicktgendern
Antragsteller,antragstellende Person,1,geschicktgendern
Antragsteller,beantragende Einrichtung,1,geschicktgendern
Antragsteller,beantragende Person,1,geschicktgendern
Anwalt,Anwältin,0,dereko
Anwalt,Mitglied der Anwaltschaft,1,geschicktgendern
Anwalt,Rechtsvertretung,1,geschicktgendern
Anwalt,gesetzliche Vertretung in Rechtsangelegenheiten,1,geschicktgendern
Anwaltskosten,Kosten für die Rechtsvertretung,1,geschicktgendern
Anwender,Anwenderin,0,dereko
Anwender,Anwendung,1,geschicktgendern
Anwender,Nutzende Person,1,geschicktgendern
Anwender,"Person, die anwendet",1,geschicktgendern
Anwender,anwendende Person,1,geschicktgendern
Anwenderfreundlichkeit,Verwendungsfreundlichkeit,1,geschicktgendern
Anwendungsentwickler,Anwendungsentwicklerin,0,dereko
Anwohner,Anwohnerin,0,dereko
Anwohner,Nachbarschaft,2,geschicktgendern
Anwohner,anwohnende Person,1,geschicktgendern
Anwohner,wer in dieser Straße wohnt,1,geschicktgendern
Anwohnervertreter,Anwohnervertreterin,0,dereko
Anwärter,Anwärterin,0,dereko
Anwärter,Person im Vorbereitungsdienst,1,geschicktgendern
Anzeigenerstatter,Anzeigenerstatterin,0,dereko
Anzeigenkunde,Anzeigenkundin,0,dereko
Anzeigenverkäufer,Anzeigenverkäuferin,0,dereko
Anästhesist,Anästhesistin,0,dereko
Apologet,Apologetin,0,dereko
Apothekenhelfer,Apothekenhelferin,0,dereko
Apotheker,Apothekerin,0,dereko
Apotheker,approbierte pharmazeutische Fachkraft,1,geschicktgendern
Apotheker,arzneikundige Person,1,geschicktgendern
Araber,Araberin,0,dereko
Aramäer,Aramäerin,0,dereko
Arbeiter,Arbeiterin,0,dereko
Arbeiter,Arbeitskraft,1,geschicktgendern
Arbeiter,Belegschaft,2,geschicktgendern
Arbeiter,beschäftigte Person,1,geschicktgendern
Arbeiter,erwerbstätige Person,1,geschicktgendern
Arbeiterklasse,arbeitende Klasse,1,geschicktgendern
Arbeitgeber,Amt,1,geschicktgendern
Arbeitgeber,Arbeitgebende,2,geschicktgendern
Arbeitgeber,Arbeitgeberin,0,dereko
Arbeitgeber,Arbeitsstelle,1,geschicktgendern
Arbeitgeber,Behörde,1,geschicktgendern
Arbeitgeber,Betrieb,1,geschicktgendern
Arbeitgeber,Einrichtung,1,geschicktgendern
Arbeitgeber,Firma,1,geschicktgendern
Arbeitgeber,Führungskraft,1,geschicktgendern
Arbeitgeber,Gesellschaft,1,geschicktgendern
Arbeitgeber,Institution,1,geschicktgendern
Arbeitgeber,Unternehmen,1,geschicktgendern
Arbeitgeber,arbeitgebendes Unternehmen,1,geschicktgendern
Arbeitgeber,wer Arbeitsplätze zur Verfügung stellt,1,geschicktgendern
Arbeitgeberattraktivität,Arbeitsplatzattraktivität,1,geschicktgendern
Arbeitgebermarke,Employer Branding,1,geschicktgendern
Arbeitgebermarke,Unternehmensmarke,1,geschicktgendern
Arbeitgebermarketing,Marketing für Arbeitgebende,1,geschicktgendern
Arbeitgebervertreter,Arbeitgebervertreterin,0,dereko
Arbeitgebervorteile,Firmenvorteile,1,geschicktgendern
Arbeitgebervorteile,Unternehmensvorteile,1,geschicktgendern
Arbeitnehmer,Arbeitnehmerin,0,dereko
Arbeitnehmer,Arbeitskraft,1,geschicktgendern
Arbeitnehmer,Belegschaft,2,geschicktgendern
Arbeitnehmer,Personal,2,geschicktgendern
Arbeitnehmer,angestellte Person,1,geschicktgendern
Arbeitnehmer,beschäftigte Person,1,geschicktgendern
Arbeitnehmervertreter,Arbeitnehmendenvertretung,1,geschicktgendern
Arbeitnehmervertreter,Arbeitnehmervertreterin,0,dereko
Arbeitnehmervertreter,Beschäftigtenvertretung,1,geschicktgendern
Arbeitnehmervertreter,Betriebsrat,1,geschicktgendern
Arbeitnehmervertreter,Personalrat,1,geschicktgendern
Arbeitsassistent,Arbeitsassistentin,0,dereko
Arbeitsdirektor,Arbeitsdirektion,1,geschicktgendern
Arbeitserzieher,Arbeitserzieherin,0,dereko
Arbeitsimmigrant,Arbeitsimmigrantin,0,dereko
Arbeitskollege,Arbeitskollegin,0,dereko
Arbeitskollege,Teammitglied,1,geschicktgendern
Arbeitskollege,Teammitglied,1,geschicktgendern
Arbeitskollege,wer im Team arbeitet,1,geschicktgendern
Arbeitskollege,wer in derselben Firma arbeitet,1,geschicktgendern
Arbeitskämpfer,Arbeitskämpferin,0,dereko
Arbeitsmarktexperte,Arbeitsmarktexpertin,0,dereko
Arbeitsmigrant,Arbeitsmigrantin,0,dereko
Arbeitstherapeut,Arbeitstherapeutin,0,dereko
Arbeitsvermittler,Arbeitsvermittlerin,0,dereko
Architekt,Architektin,0,dereko
Architekt,architekturschaffende Person,1,geschicktgendern
Architekt,baukunstgestaltende Person,1,geschicktgendern
Architekten,architekturschaffende Person,1,geschicktgendern
Architekturstudent,Architekturstudentin,0,dereko
Archivar,Archivarin,0,dereko
Archivar,Fachkraft für Archivwesen,1,geschicktgendern
Archivar,archivierende Person,1,geschicktgendern
Archäologe,Archäologin,0,dereko
Archäologe,in der Archäologie tätige Person,1,geschicktgendern
Argentinier,Argentinierin,0,dereko
Armenier,Armenierin,0,dereko
Armutsrentner,Armutsrentnerin,0,dereko
Artgenosse,Artgenossin,0,dereko
Arthrosepatient,Arthrosepatientin,0,dereko
Artikelschreiber,Artikelschreiberin,0,dereko
Artist,Artistin,0,dereko
Arzt,Person im ärztlichen Dienst,1,geschicktgendern
Arzt,Ärzteschaft,2,geschicktgendern
Arzt,Ärztin,0,dereko
Arzt,Ärztin,0,dereko
Arzt,ärztliches Fachpersonal,1,geschicktgendern
Arzt,ärztliches Fachpersonal,2,geschicktgendern
Arzt-Patienten-Kommunikation,Kommunikation zwischen behandelnder und behandelter Person,1,geschicktgendern
Arzt-Patienten-Kommunikation,behandlungsbezogene Kommunikation,1,geschicktgendern
Arzt-Patienten-Verhältnis,medizinisches Behandlungsverhältnis,1,geschicktgendern
Arzt-Patienten-Verhältnis,ärztliches Vertrauensverhältnis,1,geschicktgendern
Arztausweis,ärztlicher Ausweis,1,geschicktgendern
Arztbesuch,Besuch der ärztlichen Sprechstunde,1,geschicktgendern
Arztbesuch,ärztliche Sprechstunde,1,geschicktgendern
Arztbesuch,ärztliche Visite,1,geschicktgendern
Arztbesuch,ärztlicher Kontakt,1,geschicktgendern
Arztbrief,Befundbericht,1,geschicktgendern
Arztbrief,Entlassbericht,1,geschicktgendern
Arztbrief,Entlassungsbrief,1,geschicktgendern
Arztbrief,medizinischer Bericht,1,geschicktgendern
Arztbrief,ärztliche Epikrise,1,geschicktgendern
Arztbrief,ärztliche Information,1,geschicktgendern
Arztbrief,ärztlicher Befundbericht,1,geschicktgendern
Arztbrief,ärztlicher Brief,1,geschicktgendern
Arztbrief,ärztliches Informationsschreiben,1,geschicktgendern
Arztgeheimnis,ärztliche Schweigepflicht,1,geschicktgendern
Arzthelfer,Arzthelferin,0,dereko
Arzthelferinnen,Medizinische Fachangestellte,2,geschicktgendern
Arzthelferinnen,medizinsches Fachpersonal,2,geschicktgendern
Arztkoffer,Behandlungstasche,1,geschicktgendern
Arztkoffer,Medizinkoffer,1,geschicktgendern
Arztkosten,Kosten für medizinische Leistungen,1,geschicktgendern
Arztkosten,ärztliche Behandlungskosten,1,geschicktgendern
Arztköfferchen,Behandlungstasche,1,geschicktgendern
Arztköfferchen,Medizinköfferchen,1,geschicktgendern
Arztpraxis,Praxis für XYZ-medizin,1,geschicktgendern
Arztpraxis,ärztliche Praxis,1,geschicktgendern
Arzttermin,Behandlungstermin,1,geschicktgendern
Arzttermin,Vorsorgetermin,1,geschicktgendern
Arzttermin,ärztlicher Termin,1,geschicktgendern
Arztwahl,Wahl des ärztlichen Fachpersonals,1,geschicktgendern
Arztzeugnis,ärztliches Zeugnis,1,geschicktgendern
Arztzimmer,Behandlungszimmer,1,geschicktgendern
Arztzimmer,Büro Arztliches Personal,1,geschicktgendern
Arztzimmer,Konsultationszimmer,1,geschicktgendern
Arztzimmer,Raum,1,geschicktgendern
Arztzimmer,Zimmer,1,geschicktgendern
Aserbaidschaner,Aserbaidschanerin,0,dereko
Asiate,Asiatin,0,dereko
Aspirant,Aspirantin,0,dereko
Aspirant,bewerbende Person,1,geschicktgendern
Assessor,einschätzende Person,1,geschicktgendern
Assessor,sachverständige Person,1,geschicktgendern
Assessor,schadensachverständige Person,1,geschicktgendern
Assessor,taxierende Person,1,geschicktgendern
Assistent,Assistentin,0,dereko
Assistent,Assistenz,1,geschicktgendern
Assistenzarzt,Assistenzärztin,0,dereko
Assistenzarzt,Person in fachärztlicher Weiterbildung,1,geschicktgendern
Assistenzarzt,ärztliches Fachpersonal in Weiterbildung,1,geschicktgendern
Assistenznehmer,Assistenznehmerin,0,dereko
Assyrer,Assyrerin,0,dereko
Asthmatiker,Asthmatikerin,0,dereko
Astrologe,Astrologin,0,dereko
Astronaut,Astronautin,0,dereko
Astronaut,Person im All,1,geschicktgendern
Astronaut,ins Weltall reisende Person,1,geschicktgendern
Astronaut,weltraumreisende Person,1,geschicktgendern
Astronom,Astronomin,0,dereko
Asylant,Asylantin,0,dereko
Asylbewerber,Asylbewerberin,0,dereko
Asylbewerber,Person im Asylverfahren,1,geschicktgendern
Asylbewerber,asylsuchende Person,1,geschicktgendern
Asylwerber,Asylwerberin,0,dereko
Atemtherapeut,Atemtherapeutin,0,dereko
Atheist,Atheistin,0,dereko
Atheist,areligiöse Person,1,geschicktgendern
Atheist,atheistische Person,1,geschicktgendern
Atheist,glaubenslose Person,1,geschicktgendern
Atheist,irreligiöse Person,1,geschicktgendern
Atheist,nichtgläubige Person,1,geschicktgendern
Atheist,religionsfreie Person,1,geschicktgendern
Athener,Athenerin,0,dereko
Athlet,Athletin,0,dereko
Athlet,sporttreibende Person,1,geschicktgendern
Athlet,wettkämpfende Person,1,geschicktgendern
Atomexperte,Atomexpertin,0,dereko
Atomgegner,Atomgegnerin,0,dereko
Atomkraftgegner,Atomkraftgegnerin,0,dereko
Atomkritiker,Atomkritikerin,0,dereko
Attentäter,Attentäterin,0,dereko
Attentäter,"Person, die ein Attentat verübt",1,geschicktgendern
Auditor,Auditorin,0,dereko
Auditor,auditdurchführende Person,1,geschicktgendern
Aufklärer,Aufklärerin,0,dereko
Aufnahmeleiter,Aufnahmeleiterin,0,dereko
Aufsteiger,Aufsteigerin,0,dereko
Aufstocker,Aufstockerin,0,dereko
Auftraggeber,Auftraggeberin,0,dereko
Auftraggeber,auftraggebende Person,1,geschicktgendern
Auftraggeber,in Auftrag gegeben von,1,geschicktgendern
Auftragnehmer,Auftragnehmerin,0,dereko
Auftragnehmer,auftragnehmende Person,1,geschicktgendern
Auftragnehmer,einen Auftrag annehmende Person,1,geschicktgendern
Auftragnehmer,einen Auftrag entgegennehmende Person,1,geschicktgendern
Augenoptiker,Augenoptikerin,0,dereko
Augenoptiker,Optikfachgeschäft,1,geschicktgendern
Augenzeuge,Augenzeugin,0,dereko
Augenzeuge,beobachtende Person,1,geschicktgendern
Augsburger,Augsburgerin,0,dereko
Aupairmädchen,Aupair,1,geschicktgendern
Ausbaufacharbeiter,Ausbaufacharbeiterin,0,dereko
Ausbeuter,Ausbeuterin,0,dereko
Ausbilder,Ausbilderin,0,dereko
Ausbilder,Lehrkraft,1,geschicktgendern
Ausbilder,ausbildender Betrieb,1,geschicktgendern
Ausbildungsanfänger,Ausbildungsanfängerin,0,dereko
Ausbildungsberater,Ausbildungsberaterin,0,dereko
Ausbildungsbewerber,eine Ausbildung suchende Person,1,geschicktgendern
Ausbildungsleiter,Ausbildungsleiterin,0,dereko
Ausdauersportler,Ausdauersportlerin,0,dereko
Ausflügler,Ausflüglerin,0,dereko
Auskenner,Auskennerin,0,dereko
Auslandskorrespondent,Auslandskorrespondentin,0,dereko
Auslandstürke,Auslandstürkin,0,dereko
Auslandsösterreicher,Auslandsösterreicherin,0,dereko
Auslieferungsfahrer,Auslieferungsfahrerin,0,dereko
Ausländer,Ausländerin,0,dereko
Ausländer,Person aus dem Ausland,1,geschicktgendern
Ausländer,Person mit anderer Staatsangehörigkeit,1,geschicktgendern
Ausländer,Person nichtdeutscher Herkunft,1,geschicktgendern
Ausländer,ausländische Person,1,geschicktgendern
Ausländerbehörde,Amt für Einwanderung,1,geschicktgendern
Ausländerbehörde,Amt für Migration,1,geschicktgendern
